Trade#,Symbol,Type,Side,Entry Time,Entry Price,Entry Fee,Exit Time,Exit Price,Exit Fee,Size,Gross P&L,Net P&L,Return %,Hold Hours,Exit Reason,Peak Price,Peak ROC
2201,CVX-USD,roc_momentum,buy,2026-01-03 22:55:00+00:00,2.447,0.25,2026-01-03 22:57:00+00:00,2.447,0.25,10.21659174499387,0.0,-0.5,0.0,0.03333333333333333,roc_peak_drop,2.457,0.7793273174733217
2202,CVX-USD,roc_momentum,buy,2026-01-03 22:57:00+00:00,2.447,0.25,2026-01-03 22:58:00+00:00,2.447,0.25,10.21659174499387,0.0,-0.5,0.0,0.016666666666666666,roc_reversal,2.447,-0.9311740890688314
2203,CVX-USD,roc_momentum,buy,2026-01-03 22:58:00+00:00,2.447,0.25,2026-01-03 22:59:00+00:00,2.442,0.24948917041275032,10.21659174499387,-0.05108295872496826,-0.5505721291377186,-0.20433183489987303,0.016666666666666666,roc_reversal,2.447,-0.3671970624234966
2204,CVX-USD,roc_momentum,buy,2026-01-03 22:59:00+00:00,2.442,0.25,2026-01-03 23:01:00+00:00,2.445,0.2503071253071253,10.237510237510238,0.030712530712527327,-0.46959459459459796,0.12285012285010931,0.03333333333333333,roc_peak_drop,2.45,0.1225991009399241
2205,CVX-USD,roc_momentum,buy,2026-01-03 23:01:00+00:00,2.445,0.25,2026-01-03 23:02:00+00:00,2.445,0.25,10.224948875255624,0.0,-0.5,0.0,0.016666666666666666,roc_reversal,2.445,-0.0817327339599605
2206,CVX-USD,roc_momentum,buy,2026-01-03 23:02:00+00:00,2.445,0.25,2026-01-03 23:03:00+00:00,2.445,0.25,10.224948875255624,0.0,-0.5,0.0,0.016666666666666666,roc_reversal,2.445,-0.0817327339599605
2207,CVX-USD,roc_momentum,buy,2026-01-03 23:03:00+00:00,2.445,0.25,2026-01-03 23:04:00+00:00,2.415,0.24693251533742333,10.224948875255624,-0.3067484662576667,-0.80368098159509,-1.2269938650306669,0.016666666666666666,roc_reversal,2.445,-0.0817327339599605
2208,CVX-USD,roc_momentum,buy,2026-01-03 23:04:00+00:00,2.415,0.25,2026-01-03 23:05:00+00:00,2.416,0.25010351966873706,10.351966873706004,0.010351966873704864,-0.4897515527950322,0.04140786749481946,0.016666666666666666,roc_reversal,2.416,-1.1056511056511065
2209,CVX-USD,roc_momentum,buy,2026-01-03 23:05:00+00:00,2.416,0.25,2026-01-03 23:06:00+00:00,2.402,0.24855132450331127,10.347682119205299,-0.144867549668872,-0.6434188741721832,-0.579470198675488,0.016666666666666666,roc_reversal,2.416,-1.3877551020408219
2210,CVX-USD,roc_momentum,buy,2026-01-03 23:06:00+00:00,2.402,0.25,2026-01-03 23:07:00+00:00,2.401,0.24989592006661113,10.407993338884262,-0.010407993338887738,-0.5103039134054989,-0.04163197335555095,0.016666666666666666,roc_reversal,2.402,-1.7586912065439608
2211,CVX-USD,roc_momentum,buy,2026-01-03 23:07:00+00:00,2.401,0.25,2026-01-03 23:08:00+00:00,2.386,0.24843815077051232,10.412328196584758,-0.15618492294876804,-0.6546230737192803,-0.6247396917950722,0.016666666666666666,roc_reversal,2.401,-1.7995910020449868
2212,CVX-USD,roc_momentum,buy,2026-01-03 23:08:00+00:00,2.386,0.25,2026-01-03 23:09:00+00:00,2.4,0.2514668901927913,10.477787091366302,0.14668901927912603,-0.3547778709136652,0.5867560771165041,0.016666666666666666,roc_reversal,2.4,-0.6211180124223614
